Name,Nationality,Overall,Position,Club
N. Al Ghulaimish,Saudi Arabia,54,RB,Al Shabab
D. Singh,India,52,RB,NorthEast United
D. Ștefan,Romania,51,ST,FC Botoşani
T. Neubert,Germany,56,CB,SV Wehen Wiesbaden
A. Al Harfi,Saudi Arabia,54,RB,Al Riyadh
D. Vujević,Switzerland,58,CB,FC Zürich
M. Macallister,Australia,51,ST,Sydney FC
Sin Il Yeon,South Korea,52,RB,Suwon FC
Li Moyu,China,50,ST,Chengdu Rongcheng
M. Wetschka,Austria,57,CB,Blau-Weiß Linz
Sung Ki Wan,South Korea,50,LW,Gangwon FC
I. Pilcher,United States,53,CB,San Diego FC
A. Murić,Kosovo,72,GK,Sassuolo
D. Ilie,Romania,51,ST,Asociația Clubul Sportiv Petrolul 52
J. Haugaard,Denmark,67,GK,Tromsø IL
J. Mažionis,Lithuania,57,CB,Cheltenham Town
Tian Ziyi,China,55,CB,Meizhou Hakka
Bruno Varela,Cape Verde,74,GK,Al Hazem FC
M. Celis,Chile,59,CB,Unión Española
G. Escudero,Argentina,53,CB,Racing Club
Y. Kembo Diantela,France,60,CB,Real Sporting de Gijón
Miguel Carvalho,Brazil,48,CAM,Al Hazem FC
W. Johnson,England,52,CB,Fleetwood Town
C. Barratt,Republic of Ireland,55,CB,Barnsley
H. Duncan,England,54,CB,Rotherham United
S. Scuffet,Italy,72,GK,Pisa
H. Lambotte,Belgium,55,CB,Sint-Truidense VV
L. Baert,Belgium,58,CB,KV Mechelen
R. Willson,India,53,CB,FC Goa
Wang Yuxiang,China,49,RW,Beijing Guoan
K. Singh,India,52,RM,Kerala Blasters FC
N. Trabucchi,Italy,56,CB,Parma
J. Zoet,Netherlands,69,GK,AZ Alkmaar
T. Lang,Scotland,56,CB,Falkirk
Jang Jung Woo,South Korea,48,CM,FC Anyang
C. Ferreira,Paraguay,58,CB,Atlético Tucumán
Liu Xiaolong,China,51,LW,Qingdao West Coast FC
J. George,India,54,CB,Jamshedpur FC
G. Tubbs,United States,61,CB,DC United
Lee Hyun Yong,South Korea,59,CB,Suwon FC
S. Reid,Jamaica,51,ST,New York City FC
Yang Ruiqi,China,52,CB,Meizhou Hakka
W. Omsberg,United States,62,CB,New England Revolution
Cláudio Ramos,Portugal,73,GK,FC Porto
P. Pentz,Austria,72,GK,Brøndby IF
M. Singh,India,50,ST,Jamshedpur FC
I. Memet,China,48,CDM,Shandong Taishan
Joan García,Spain,83,GK,FC Barcelona
M. Suhail,India,50,RM,Punjab FC
H. Singh,India,53,LB,Kerala Blasters FC
L. Vanlalvunga,India,52,ST,NorthEast United
T. Singh,India,50,ST,Bengaluru FC
D. Gryzio,Poland,52,ST,Widzew Łódź
B. Yumnam,India,53,CB,Kerala Blasters FC
Y. Bettkober,Germany,59,CB,Grasshopper Club Zürich
G. Munday,England,51,ST,Cambridge United
E. Egouli,Germany,60,CB,Fortuna Düsseldorf
J. Huth,Germany,69,GK,SC Freiburg
Diogo Costa,Portugal,84,GK,FC Porto
A. Chhikara,India,51,ST,Mumbai City FC
K. Akyazı,Turkey,48,LW,Konyaspor
J. Rinne,Sweden,68,GK,Djurgårdens IF
Lee Rim,South Korea,52,LB,Daegu FC
F. Nazareth,India,49,CDM,Mumbai City FC
N. Asiri,Saudi Arabia,57,CB,Al Akhdoud Saudi Club
A. Domínguez,Ecuador,73,GK,LDU Quito
D. Gróf,Hungary,68,GK,Ferencvárosi Torna Club
D. Chong-Qui,United States,52,LB,Atlanta United
Sergio Herrera,Spain,79,GK,CA Osasuna
E. Chukwu,Nigeria,58,CB,Wolfsberger AC
R. Rey,Argentina,78,GK,Independiente
Liu Guobao,China,51,ST,Changchun Yatai
J. Sunny,India,52,ST,Hyderabad FC
S. Romero,Argentina,74,GK,Boca Juniors
C. Coosemans,Belgium,77,GK,RSC Anderlecht
F. Petroli,Argentina,74,GK,Godoy Cruz
A. Fetahu,Albania,52,ST,SC Rheindorf Altach
N. Larsen,Denmark,70,GK,Silkeborg IF
H. Van Crombrugge,Belgium,69,GK,KRC Genk
M. Flekken,Netherlands,78,GK,Bayer 04 Leverkusen
Héniton Pires,Brazil,80,GK,Flamengo
I. Behrens,Germany,56,CB,TSV Havelse
O. Ustari,Argentina,69,GK,Inter Miami
Yan Zhiyu,China,53,LB,Changchun Yatai
C. Kelleher,Republic of Ireland,79,GK,Brentford
V. Yadav,India,48,LM,Punjab FC
M. Herwerth,Germany,59,CB,VfB Stuttgart II
W. Benítez,Argentina,79,GK,Crystal Palace
A. Martín Arias,Argentina,71,GK,Cerro Porteño
S. Pereira,Chile,64,CB,Unión Española
D. Baiera,United States,51,RB,New York City FC
A. Al Harbi,Saudi Arabia,50,LW,Al Kholood
C. Baretto,India,52,LB,Jamshedpur FC
L. Agbaire,Scotland,58,CB,Rotherham United
A. Nunes,Australia,50,CAM,Newcastle Jets
C. Coronel,Paraguay,72,GK,New York Red Bulls
Ł. Fabiański,Poland,75,GK,West Ham United
K. Nielsen,United States,53,CB,Los Angeles FC
J. Atangana,Switzerland,51,ST,Servette FC
N. Schulte-Kellinghaus,Germany,53,CB,Rot-Weiss Essen
P. Loretz,Switzerland,72,GK,FC Luzern
M. Al Shammari,Saudi Arabia,51,LB,Al Qadsiah FC
Pacheco,Spain,73,GK,Al Fateh
M. Akinmboni,United States,55,CB,AFC Bournemouth
D. Riznyk,Ukraine,74,GK,Shakhtar Donetsk
L. Schweighofer,Austria,53,CB,WSG Tirol
C. Tollett,Republic of Ireland,51,ST,Galway United
L. Bonetig,Australia,53,CB,Melbourne City FC
M. Aimen,India,49,LM,Kerala Blasters FC
L. Garzón,Argentina,65,GK,Vélez Sarsfield
E. Morales,Bolivia,59,CB,CF Montréal
Sreekuttan MS,India,49,ST,Kerala Blasters FC
G. Kobel,Switzerland,86,GK,Borussia Dortmund
J. Bursik,England,65,GK,Portsmouth
T. Gigena,Argentina,51,ST,Newell's Old Boys
N. Doktorczyk,Germany,55,CB,1. FC Schweinfurt 05
R. Butt,England,51,LB,Salford City
S. Inwood,England,53,CB,Bolton Wanderers
O. Baumann,Germany,83,GK,TSG 1899 Hoffenheim
J. McLaughlin,Scotland,66,GK,Middlesbrough
N. Sessock,United States,52,RB,Atlanta United
L. Faßmann,Germany,54,CB,TSV 1860 München
Noufal PN,India,51,LM,Mumbai City FC
Diego Mariño,Spain,68,GK,Albacete Balompié
E. Vassenin,Republic of Ireland,51,LB,Shamrock Rovers
Y. Tsukada,Japan,49,LW,Orlando City SC
Jung Heon Taek,South Korea,50,RB,Daegu FC
A. Al Obaid,Saudi Arabia,54,CB,Al Ittihad
K. Darlow,Wales,72,GK,Leeds United
J. Steele,England,73,GK,Brighton & Hove Albion
S. Bolat,Turkey,70,GK,KVC Westerlo
K. Giannakou,Cyprus,55,CB,APOEL FC
Rui Silva,Portugal,81,GK,Sporting CP
S. Wyss,Switzerland,50,ST,FC Luzern
Lee Dae Gwang,South Korea,49,LM,Suwon FC
G. Larsonneur,France,74,GK,AS Saint-Étienne
J. Tomlinson,England,53,CB,Northampton Town
Lee Gyu Min,South Korea,49,RM,Pohang Steelers
T. Diethelm,Switzerland,55,CB,FC Winterthur
A. Sharahili,Saudi Arabia,49,RW,Al Hazem FC
T. Marchiori,Argentina,75,GK,Vélez Sarsfield
K. Schopp,Austria,56,CB,1. FSV Mainz 05
Y. Brecher,Switzerland,71,GK,FC Zürich
K. Ngo,Australia,54,LM,Perth Glory
O. Graham-Roache,Canada,52,ST,CF Montréal
M. Hitz,Switzerland,74,GK,FC Basel 1893
B. Kabongolo,France,56,CB,Livingston FC
Yu Sun,South Korea,56,CB,Gimcheon Sangmu FC
Z. Al Jari,Saudi Arabia,54,CB,Al Fateh
V. Puthiya Valappill,India,52,RM,East Bengal FC
N. Olij,Netherlands,77,GK,PSV
Choi Chi Ung,South Korea,51,ST,Suwon FC
L. Vigouroux,Chile,71,GK,Swansea City
K. Majekodunmi,Australia,56,CB,Perth Glory
M. Anderson,United States,50,LW,Philadelphia Union
T. Krishna,India,49,LB,Punjab FC
E. Sutcliffe,England,52,CB,AFC Wimbledon
Han Sang Gyu,South Korea,53,CB,Suwon FC
Arnau Tenas,Spain,74,GK,Villarreal CF
Kim Min Ho,South Korea,51,RB,FC Anyang
F. Iacovich,Argentina,67,GK,Estudiantes de La Plata
D. Ospina,Colombia,76,GK,Atlético Nacional
R. Bürki,Switzerland,77,GK,St. Louis CITY SC
R. Sallinger,Austria,70,GK,Hibernian
G. Castellón,Chile,72,GK,Universidad de Chile
A. AL Khaibari,Saudi Arabia,52,RB,Damac FC
Wang Haobin,China,47,LW,Shandong Taishan
M. Al Dawsari,Saudi Arabia,54,CB,Al Taawoun FC
Wang Hanlong,China,50,ST,Shanghai Shenhua
J. Rentería,Colombia,50,ST,Club Atlético Sarmiento
Lee Chang Woo,South Korea,51,RB,Pohang Steelers
B. Clemmensen,Denmark,53,CB,Silkeborg IF
M. Kuzucu,Turkey,51,LM,Gaziantep FK
T. Wellenreuther,Germany,76,GK,Feyenoord
M. Salah,India,51,LB,Bengaluru FC
T. Kaminski,Belgium,74,GK,Charlton Athletic
Túlio Changas,Brazil,72,GK,Palmeiras
Q. Ezimet,China,48,RW,Chengdu Rongcheng
P. Gollini,Italy,74,GK,Roma
B. Hinchliffe,England,64,GK,Stockport County
Cho Young Kwang,South Korea,49,RB,FC Seoul
Jin Si Woo,South Korea,55,CB,Gwangju FC
Álvaro Augusto,Brazil,56,CB,FC Dallas
M. Pfister,Germany,55,CB,SV Darmstadt 98
Jeon Yong Jun,South Korea,49,RW,Daegu FC
F. Dahmen,Germany,77,GK,FC Augsburg
J. Smits,Netherlands,66,GK,Adelaide United
A. Al Hudaybi,Saudi Arabia,48,RB,Al Fateh
R. Ramírez,Argentina,70,GK,Godoy Cruz
N. Pintus,Italy,58,CB,Cagliari
M. Badreldin,Qatar,62,GK,
T. Singh,India,50,LW,NorthEast United
S. Johnstone,England,76,GK,Wolverhampton Wanderers
L. Mpasi,DR Congo,67,GK,Le Havre AC
M. Etherington,England,51,CB,Harrogate Town
Li Biao,China,49,RM,Yunnan Yukun
C. Dawson,England,66,GK,Rotherham United
M. Kovalevskis,Republic of Ireland,51,RW,Shamrock Rovers
B. Verbruggen,Netherlands,78,GK,Brighton & Hove Albion
Jesús Ruiz,Spain,71,GK,Burgos CF
Caro,Spain,72,GK,UD Las Palmas
G. Zelarayán,Argentina,50,ST,Belgrano de Córdoba
S. Dimitrievski,North Macedonia,79,GK,Valencia CF
Fan Shuangjie,China,51,CB,Beijing Guoan
E. Andrada,Argentina,72,GK,Real Zaragoza
Hu Tao,China,48,RW,Yunnan Yukun
B. Özer,Turkey,77,GK,Lille OSC
M. Dyngeland,Norway,70,GK,SK Brann
M. Molla,India,50,ST,Bengaluru FC
R. Zentner,Germany,78,GK,1. FSV Mainz 05
P. Croker,England,53,CB,Crewe Alexandra
P. Izzo,Australia,70,GK,Randers FC
Choi Won Chang,South Korea,53,CB,Jeju United FC
J. Espínola,Paraguay,71,GK,Newell's Old Boys
D. Iversen,Denmark,70,GK,Preston North End
Y. Casermeiro,Argentina,58,CB,Central Cordoba SdE
Yang Cong,China,48,RW,Qingdao Hainiu FC
Adrián,Spain,73,GK,Real Betis Balompié
M. Bell,Jamaica,51,ST,Real Salt Lake
S. Šapić,Serbia,56,CB,Hyderabad FC
R. Allsop,England,68,GK,Birmingham City
S. Banerjee,India,49,LM,East Bengal FC
F. Jörgensen,Denmark,77,GK,Chelsea
Joel Pereira,Portugal,68,GK,Reading FC
Dai Jinyu,China,51,RB,Beijing Guoan
J. Naafo,United Arab Emirates,53,ST,Al Ain
B. Van Dorssen,Australia,52,CB,Newcastle Jets
L. Lalbiaknia,India,50,ST,NorthEast United
A. Sipić,United States,50,ST,Nashville SC
Fernando,Spain,72,GK,UD Almería
M. Perin,Italy,78,GK,Juventus
Kang Min Jae,South Korea,50,ST,Jeju United FC
P. Gallese,Peru,72,GK,Orlando City SC
J. Musso,Argentina,79,GK,Atlético Madrid
M. Alexander-Walker,England,51,ST,Newport County
B. Varghese,India,54,CB,Punjab FC
P. Chaudhari,India,57,CB,Jamshedpur FC
A. Gunn,Scotland,72,GK,Nottingham Forest
A. Lafont,Ivory Coast,75,GK,Panathinaikos FC
He Xiaoke,China,47,LM,Henan FC
E. Weaver,England,52,CB,Sheffield Wednesday
M. Vandevoordt,Belgium,76,GK,RB Leipzig
Ł. Skorupski,Poland,79,GK,Bologna
M. Crépeau,Canada,69,GK,Portland Timbers
Ø. Nyland,Norway,76,GK,Sevilla FC
B. Drągowski,Poland,76,GK,Panathinaikos FC
M. Saheef,India,50,LB,Kerala Blasters FC
H. Shillington,Australia,50,RB,Melbourne City FC
D. Valkanis,Australia,51,CB,Brisbane Roar
F. Cambeses,Argentina,72,GK,Racing Club
A. Kalın,Turkey,53,ST,Gaziantep FK
Alfonso Herrero,Spain,74,GK,Málaga CF
J. Neeley,United States,56,CB,Charlotte FC
Mei Shuaijun,China,48,ST,Shandong Taishan
A. Popoola,Nigeria,51,ST,Accrington Stanley
A. Bass,England,64,GK,Peterborough United
A. Iannarilli,Italy,67,GK,Avellino
S. Viruthiyil Santhosh,India,51,RW,Jamshedpur FC
V. Radojević,Serbia,49,LB,Chicago Fire
T. Reid-Brown,United States,48,LB,Orlando City SC
R. Matyar,England,51,CB,Barnet
David Gil,Spain,70,GK,Cádiz CF
M. Rafi,India,53,CB,Hyderabad FC
Zhang Zhenyang,China,53,CB,Wuhan Three Towns
K. Trapp,Germany,81,GK,Paris FC
Gang Min Seong,South Korea,52,LM,Suwon FC
D. Kudła,Poland,68,GK,GKS Katowice
S. Singh,India,49,LW,Kerala Blasters FC
Alex Jojo,Hong Kong,53,RB,Shanghai Port
Wang Yiwei,China,47,RB,Shanghai Port
J. Prior,France,68,GK,Livingston FC
J. Lumley,England,70,GK,Bristol City
I. Barrios,Uruguay,66,GK,Cienciano
J. Dias,India,49,RW,FC Goa
Kim Yun Ho,South Korea,49,ST,Gwangju FC
Yang He,China,49,ST,Yunnan Yukun
Yu Tianxiang,China,49,RB,Wuhan Three Towns
R. Mitchell,United States,50,ST,New York Red Bulls
Yan Qihang,China,48,RW,Qingdao West Coast FC
J. Smith,England,51,CB,Accrington Stanley
Park Su Bin,South Korea,50,RW,Pohang Steelers
D. Horkaš,Croatia,73,GK,UD Las Palmas
Paulo Victor,Brazil,75,GK,Alanyaspor
S. Dey,India,49,RB,East Bengal FC
A. Blake,Jamaica,75,GK,Philadelphia Union
M. Seiler,Switzerland,53,CB,BSC Young Boys
D. Vazquez,United States,49,LW,San Diego FC
S. Joshy,India,50,RB,Hyderabad FC
L. Karius,Germany,70,GK,FC Schalke 04
Hou Sen,China,66,GK,Beijing Guoan
A. Fulignati,Italy,70,GK,Empoli
J. Blaswich,Germany,73,GK,Bayer 04 Leverkusen
Liu Junxian,China,49,ST,Tianjin Jinmen Tiger
K. Nordfeldt,Sweden,72,GK,AIK
Sun Zheng'ao,China,54,CB,Qingdao Hainiu FC
C. Rushworth,England,72,GK,Coventry City
Jeong Sang Woon,South Korea,48,ST,Jeonbuk Hyundai Motors
Seo Jeong Hyeok,South Korea,50,LB,Jeonbuk Hyundai Motors
L. Zigi,Ghana,73,GK,FC St.Gallen 1879
Wen Zhanlin,China,48,LB,Meizhou Hakka
Kim Ji Woon,South Korea,47,RB,Jeju United FC
V. Myhra,Norway,67,GK,Odense Boldklub
R. Olsen,Sweden,73,GK,Malmö FF
Simão Donatinho,Brazil,75,GK,Corinthians
G. Caraballo,Venezuela,50,RW,Orlando City SC
Kim Chang Hun,South Korea,47,ST,Jeonbuk Hyundai Motors
Gabriel Batista,Brazil,73,GK,Santa Clara
C. MacGillivray,Scotland,62,GK,Milton Keynes Dons
Kim Hyeon Jun,South Korea,53,CB,Daegu FC
L. Bossin,Republic of Ireland,65,GK,Feyenoord
C. Lampe,Bolivia,72,GK,Bolívar
L. Burney,United States,55,CB,Seattle Sounders FC
S. Pizzignacco,Italy,67,GK,Monza
T. Cardozo,Uruguay,71,GK,Belgrano de Córdoba
W. Yarbrough,United States,66,GK,Inter Miami
C. Cupps,United States,52,CB,Chicago Fire
É. Mendy,Senegal,80,GK,Al Ahli SFC
Edgar Badia,Spain,71,GK,Cultural Leonesa
E. Bates,England,52,CB,Stevenage
C. McGhee,England,54,CB,Sheffield Wednesday
Lee Chang Geun,South Korea,74,GK,Daejeon Citizen
B. Arias,Peru,56,CB,Alianza Lima
Hwang Seung Jun,South Korea,48,RB,Jeonbuk Hyundai Motors
M. Crocombe,New Zealand,65,GK,Millwall FC
G. Restes,France,78,GK,Toulouse FC
S. Moore,England,66,GK,Sunderland
L. Hrangthankima,India,49,LB,Hyderabad FC
G. Bazunu,Republic of Ireland,73,GK,Southampton
P. Fritschi,Germany,55,CB,VfB Stuttgart II
Wang Jinglei,China,49,LB,Shanghai Port
He Quan,South Korea,48,RB,Shanghai Shenhua
Álvaro Valles,Spain,79,GK,Real Betis Balompié
M. Al Rubaie,Saudi Arabia,62,GK,Al Hilal
C. Parks,England,51,CB,Lincoln City
L. Healy,Republic of Ireland,57,GK,Shelbourne FC
Wei Minghe,China,49,CB,Meizhou Hakka
D. Castillo,Chile,62,GK,Deportes Iquique
Jo Sung Wook,South Korea,56,CB,Pohang Steelers
Tian Yuda,China,52,ST,Changchun Yatai
K. Müller,Germany,74,GK,1. FC Heidenheim 1846
Kim Hyeon Deok,South Korea,51,CB,FC Seoul
J. Hansen,Denmark,69,GK,Aarhus Gymnastikforening
Liu Jiashen,China,57,CB,Qingdao Hainiu FC
B. Collins,England,66,GK,Burton Albion
M. Safonov,Russia,78,GK,Paris Saint-Germain
Yu Zhuowei,China,47,ST,Dalian Yingbo
M. Vargas,Chile,66,GK,Universitario de Deportes
J. Bond,England,68,GK,Houston Dynamo
Yan Junling,China,68,GK,Shanghai Port
A. Trubin,Ukraine,80,GK,SL Benfica
A. Vanlalrinchhana,India,47,RM,Hyderabad FC
M. Cooper,Australia,52,CB,Newcastle Jets
K. Haug,Norway,70,GK,Toulouse FC
Bae Hyun Seo,South Korea,49,LB,FC Seoul
L. Rakesh,India,51,LB,Kerala Blasters FC
T. Carson,Northern Ireland,64,GK,Dundee FC
Sha Yibo,China,54,CB,Qingdao Hainiu FC
M. Diaw,Senegal,70,GK,Le Havre AC
Shan Huanhuan,China,50,ST,Qingdao West Coast FC
A. Bodart,Belgium,73,GK,Lille OSC
Peng Shunjie,China,47,RB,Dalian Yingbo
R. Boot,England,59,GK,Chesterfield
D. Bouzanis,Australia,61,GK,Brisbane Roar
Baek Seung Won,South Korea,48,RW,Pohang Steelers
F. Altamirano,Argentina,71,GK,San Lorenzo de Almagro
A. Pabón,Ecuador,64,GK,Mushuc Runa
D. Bentley,England,71,GK,Wolverhampton Wanderers
D. Paloschi,Italy,54,CB,Grasshopper Club Zürich
M. Ledesma,Argentina,70,GK,Barracas Central
M. Rodák,Slovakia,74,GK,Al Ettifaq
L. Montipò,Italy,76,GK,Hellas Verona FC
Peng Yixiang,China,48,ST,Shandong Taishan
D. Ring,Republic of Ireland,48,ST,Shelbourne FC
V. Babacan,Turkey,70,GK,Medipol Başakşehir FK
N. Bishop,England,64,GK,AFC Wimbledon
Leo Román,Spain,77,GK,RCD Mallorca
D. Kareem,Nigeria,53,ST,Drogheda United
I. Meslier,France,72,GK,Leeds United
M. Penders,Belgium,73,GK,RC Strasbourg Alsace
Pichu Cuéllar,Spain,67,GK,RCD Mallorca
F. De Paul,Chile,71,GK,Colo-Colo
E. Caprile,Italy,76,GK,Cagliari
Kim Ji Hoon,South Korea,52,CB,FC Anyang
Choi Jun Yeong,South Korea,51,CB,FC Seoul
M. Raina,India,55,CB,East Bengal FC
Wang Ziteng,China,48,RB,Chengdu Rongcheng
M. Al Dowaish,Saudi Arabia,51,RB,Al Fayha
E. Bologna,Argentina,69,GK,Defensa y Justicia
A. Aguilar,Paraguay,67,GK,Sportivo Luqueño
S. McCarthy,Republic of Ireland,50,LB,Drogheda United
L. Southwood,Northern Ireland,65,GK,Bristol Rovers
Rubén Blanco,Spain,73,GK,Olympique de Marseille
A. Haraj,Saudi Arabia,51,CB,Al Shabab
Wang Zihao,China,47,ST,Beijing Guoan
Gabri Prestão,Brazil,79,GK,Internacional
V. Barkas,Greece,74,GK,FC Utrecht
E. Audero,Indonesia,78,GK,Cremonese
P. Gunnarsson,Iceland,68,GK,
K. Kotsaris,Greece,68,GK,Panathinaikos FC
Lei Xi,China,47,RW,Henan FC
A. Paschalakis,Greece,73,GK,Olympiacos FC
T. Horn,Germany,73,GK,VfL Bochum 1848
Pierrino Faria,Brazil,76,GK,Botafogo
H. Rabea,Saudi Arabia,49,CB,Damac FC
Samuel Portugal,Brazil,70,GK,Al Akhdoud Saudi Club
V. Jaroš,Czech Republic,70,GK,Ajax
J. Cumming,England,69,GK,Oxford United
L. Svitek,Germany,52,ST,TSV Havelse
F. Sanchez,Argentina,49,CB,Lanús
P. Ranbir,India,50,CB,Punjab FC
D. Bachmann,Austria,68,GK,RC Deportivo de La Coruña
T. Mikkelsen,Denmark,63,GK,Brøndby IF
A. Harper-Bailey,England,56,CB,Drogheda United
H. Koffi,Burkina Faso,73,GK,Angers SCO
Kim Eun Gyeom,South Korea,50,LB,Suwon FC
Zhang Aihui,China,49,CB,Zhejiang FC
Sui Weijie,China,65,GK,Dalian Yingbo
S. Paz,Bolivia,56,GK,Gualberto Villarroel SJ
A. Al Nakhli,Saudi Arabia,49,LB,Al Hazem FC
I. Pettersson,Sweden,67,GK,IF Elfsborg
N. Ugrekhelidze,Georgia,53,CB,Fatih Karagümrük
Wang Kang,China,47,LB,Wuhan Three Towns
S. German,England,51,CB,Bromley
I. Lučić,Austria,68,GK,Hajduk Split
T. Heaton,England,67,GK,Manchester United
O. Vlachodimos,Greece,72,GK,Sevilla FC
Sacramentinho,Brazil,72,GK,Atlético Mineiro
Lee Dong Hyeop,South Korea,49,LB,Pohang Steelers
A. Gomis,Senegal,69,GK,Palermo FC
T. Weiner,Germany,69,GK,Holstein Kiel
B. Jaroszek,Poland,59,CB,GKS Katowice
B. Radunović,Serbia,70,GK,Cagliari
Ma Haoqi,China,47,RM,Zhejiang FC
Andrew,Brazil,75,GK,Gil Vicente FC
Wang Pengbo,China,48,RB,Yunnan Yukun
Carlos Travisso,Brazil,63,GK,Vitória
S. Tangvik,Norway,69,GK,Rosenborg BK
M. Zikrulla,China,47,RB,Wuhan Three Towns
J. Lund,Norway,66,GK,FK Bodø/Glimt
R. Riou,France,67,GK,Paris FC
F. Woodman,England,71,GK,Liverpool
André Ferreira,Portugal,68,GK,Moreirense FC
Nivo Serpinho,Brazil,73,GK,Vasco da Gama
Y. Diouf,Senegal,78,GK,OGC Nice
A. Zborowski,Poland,52,CB,Waterford FC
J. Öst,Finland,63,GK,HJK Helsinki
Park Ho Young,South Korea,52,CB,Gangwon FC
Hwang Jung Gu,South Korea,48,CB,Jeonbuk Hyundai Motors
J. Necovski,Australia,51,CB,Melbourne City FC
E. James,Wales,53,CB,Exeter City
C. Trueman,England,62,GK,Milton Keynes Dons
S. Esposito,Australia,50,CB,Melbourne Victory
J. Lynch,England,61,GK,Fleetwood Town
N. Barrie,Australia,52,CB,Western Sydney Wanderers
L. Young,England,51,CB,AFC Wimbledon
L. Thomas,Australia,68,GK,Western Sydney Wanderers
T. Strakosha,Albania,74,GK,AEK Athens
M. Silvestri,Italy,72,GK,Cremonese
D. Lazar,Romania,65,GK,FC Argeș
G. Gallon,France,73,GK,Stade Rennais FC
J. Smith,New Zealand,51,CB,Wellington Phoenix
N. O'Brien,Republic of Ireland,51,CB,Waterford FC
Juan Soriano,Spain,75,GK,CD Leganés
C. Glover,United States,50,ST,St. Louis CITY SC
Lucas França,Brazil,75,GK,CD Nacional
S. Johnson,United States,68,GK,Toronto FC
T. Dähne,Germany,69,GK,TSV 1860 München
Liu Tiecheng,China,48,CB,Shanghai Port
L. Chevalier,France,83,GK,Paris Saint-Germain
A. Singh,India,48,ST,Odisha FC
N. Savonnier,Switzerland,50,CB,FC Sion
Kim Dong Joon,South Korea,68,GK,Jeju United FC
A. McCarthy,England,70,GK,Southampton
D. Heuer Fernandes,Portugal,74,GK,Hamburger SV
Ș. Târnovanu,Romania,72,GK,FCSB
Wang Guoming,China,63,GK,Henan FC
A. Aguerre,Argentina,69,GK,Central Cordoba SdE
Diego Conde,Spain,77,GK,Villarreal CF
M. Festa,Italy,68,GK,Mantova
P. Terracciano,Italy,78,GK,AC Milan
Qi Qiancheng,China,50,CB,Shandong Taishan
A. Patterson,England,73,GK,Sunderland
Z. Boucher,France,65,GK,ESTAC Troyes
Shi Songchen,China,50,CB,Shandong Taishan
J. Knightbridge,England,55,GK,Oxford United
P. Sisniega,Mexico,64,GK,San Diego FC
Rubén Yáñez,Spain,73,GK,Real Sporting de Gijón
J. Beadle,England,70,GK,Birmingham City
Fepe Limão,Brazil,67,GK,Bahia
M. Turner,United States,74,GK,New England Revolution
N. Labrović,Croatia,73,GK,FC Augsburg
A. Noppert,Netherlands,68,GK,SC Heerenveen
F. Lanzillotta,Argentina,70,GK,Bolívar
L. Roberts,England,66,GK,Mansfield Town
R. Fernández,Paraguay,70,GK,Cerro Porteño
D. Reimann,Germany,69,GK,1. FC Magdeburg
Enzo Marteiro,Brazil,74,GK,Flamengo
Ezkieta,Spain,72,GK,Racing Santander
L. Chichizola,Argentina,71,GK,Modena
S. George,England,63,GK,St. Mirren
J. Joronen,Finland,69,GK,Palermo FC
J. Torquato,United States,48,LB,FC Dallas
T. Savin,England,61,GK,Wigan Athletic
K. Mboma Dem,France,49,ST,FC Cincinnati
R. O'Donnell,England,62,GK,Derby County
S. Cleveland,United States,64,GK,Austin FC
L. Temple,Republic of Ireland,56,CB,Shelbourne FC
B. Stuver,United States,69,GK,Austin FC
C. Ortag,Germany,67,GK,SSV Ulm 1846
M. Travers,Republic of Ireland,72,GK,Everton
A. Saidi,Tunisia,48,ST,San Diego FC
E. Centurión,Argentina,72,GK,Independiente Rivadavia
N. Atubolu,Germany,77,GK,SC Freiburg
A. Schlager,Austria,73,GK,FC Red Bull Salzburg
J. Devecchi,Argentina,70,GK,Club Atlético Sarmiento
W. Norris,England,67,GK,Wycombe Wanderers
F. Gebhardt,Germany,68,GK,SSV Jahn Regensburg
Pedro López,Spain,65,GK,AD Ceuta FC
G. Singh,India,52,CB,East Bengal FC
H. Moldovan,Romania,71,GK,Real Oviedo
P. Köhn,Switzerland,77,GK,AS Monaco
L. Hrádecký,Finland,81,GK,AS Monaco
F. Bednarek,Poland,65,GK,Sparta Rotterdam
R. Zieler,Germany,75,GK,1. FC Köln
M. Maroši,Slovakia,65,GK,Port Vale
E. Gertmonas,Lithuania,68,GK,Universitatea Cluj
Victor Braga,Brazil,70,GK,Al-Najma SC
J. Calderón,Peru,61,GK,Universitario de Deportes
B. Guzan,United States,68,GK,Atlanta United
S. Frei,United States,72,GK,Seattle Sounders FC
D. Ward,Wales,70,GK,Wrexham
K. Johnsson,Sweden,69,GK,RC Strasbourg Alsace
J. Frick,Switzerland,70,GK,Servette FC
J. Willis,United States,69,GK,Nashville SC
K. Joelsson,Sweden,63,GK,AIK
Marcelo Grohe,Brazil,75,GK,Al Shabab
G. Siri,Argentina,62,GK,Argentinos Juniors
A. Ramula,Finland,56,GK,HJK Helsinki
Raúl Fernández,Spain,72,GK,Deportivo Alavés
L. Lavagnino,Argentina,64,GK,Independiente
M. Samassa,Mali,72,GK,Stade Lavallois Mayenne FC
Ricardo Batista,Angola,71,GK,Casa Pia
S. Kapino,Greece,68,GK,FC Winterthur
J. Peñarrieta,Bolivia,63,GK,San Antonio Bulo Bulo
